model,experiment,member,status,missing_variables,ambiguous_variables,tas_path,tas_table,tas_grid,tas_period,rsdt_path,rsdt_table,rsdt_grid,rsdt_period,rlut_path,rlut_table,rlut_grid,rlut_period,rsut_path,rsut_table,rsut_grid,rsut_period
MIROC6,ssp245,r7i1p1f1,ambiguous,,tas;rsdt;rlut;rsut,./MIROC6/ssp245/tas_Amon_MIROC6_ssp245_r7i1p1f1_gn_201501-203912.nc;./MIROC6/ssp245/tas_Amon_MIROC6_ssp245_r7i1p1f1_gn_204001-210012.nc,Amon;Amon,gn;gn,201501-203912;204001-210012,./MIROC6/ssp245/rsdt_Amon_MIROC6_ssp245_r7i1p1f1_gn_201501-203912.nc;./MIROC6/ssp245/rsdt_Amon_MIROC6_ssp245_r7i1p1f1_gn_204001-210012.nc,Amon;Amon,gn;gn,201501-203912;204001-210012,./MIROC6/ssp245/rlut_Amon_MIROC6_ssp245_r7i1p1f1_gn_201501-203912.nc;./MIROC6/ssp245/rlut_Amon_MIROC6_ssp245_r7i1p1f1_gn_204001-210012.nc,Amon;Amon,gn;gn,201501-203912;204001-210012,./MIROC6/ssp245/rsut_Amon_MIROC6_ssp245_r7i1p1f1_gn_201501-203912.nc;./MIROC6/ssp245/rsut_Amon_MIROC6_ssp245_r7i1p1f1_gn_204001-210012.nc,Amon;Amon,gn;gn,201501-203912;204001-210012
MIROC6,ssp245,r8i1p1f1,ambiguous,,tas;rsdt;rlut;rsut,./MIROC6/ssp245/tas_Amon_MIROC6_ssp245_r8i1p1f1_gn_201501-203912.nc;./MIROC6/ssp245/tas_Amon_MIROC6_ssp245_r8i1p1f1_gn_204001-210012.nc,Amon;Amon,gn;gn,201501-203912;204001-210012,./MIROC6/ssp245/rsdt_Amon_MIROC6_ssp245_r8i1p1f1_gn_201501-203912.nc;./MIROC6/ssp245/rsdt_Amon_MIROC6_ssp245_r8i1p1f1_gn_204001-210012.nc,Amon;Amon,gn;gn,201501-203912;204001-210012,./MIROC6/ssp245/rlut_Amon_MIROC6_ssp245_r8i1p1f1_gn_201501-203912.nc;./MIROC6/ssp245/rlut_Amon_MIROC6_ssp245_r8i1p1f1_gn_204001-210012.nc,Amon;Amon,gn;gn,201501-203912;204001-210012,./MIROC6/ssp245/rsut_Amon_MIROC6_ssp245_r8i1p1f1_gn_201501-203912.nc;./MIROC6/ssp245/rsut_Amon_MIROC6_ssp245_r8i1p1f1_gn_204001-210012.nc,Amon;Amon,gn;gn,201501-203912;204001-210012
MIROC6,ssp245,r9i1p1f1,ambiguous,,tas;rsdt;rlut;rsut,./MIROC6/ssp245/tas_Amon_MIROC6_ssp245_r9i1p1f1_gn_201501-203912.nc;./MIROC6/ssp245/tas_Amon_MIROC6_ssp245_r9i1p1f1_gn_204001-210012.nc,Amon;Amon,gn;gn,201501-203912;204001-210012,./MIROC6/ssp245/rsdt_Amon_MIROC6_ssp245_r9i1p1f1_gn_201501-203912.nc;./MIROC6/ssp245/rsdt_Amon_MIROC6_ssp245_r9i1p1f1_gn_204001-210012.nc,Amon;Amon,gn;gn,201501-203912;204001-210012,./MIROC6/ssp245/rlut_Amon_MIROC6_ssp245_r9i1p1f1_gn_201501-203912.nc;./MIROC6/ssp245/rlut_Amon_MIROC6_ssp245_r9i1p1f1_gn_204001-210012.nc,Amon;Amon,gn;gn,201501-203912;204001-210012,./MIROC6/ssp245/rsut_Amon_MIROC6_ssp245_r9i1p1f1_gn_201501-203912.nc;./MIROC6/ssp245/rsut_Amon_MIROC6_ssp245_r9i1p1f1_gn_204001-210012.nc,Amon;Amon,gn;gn,201501-203912;204001-210012
MPI-ESM1-2-LR,abrupt-4xCO2,r1i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/abrupt-4xCO2/tas_Amon_MPI-ESM1-2-LR_abrupt-4xCO2_r1i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/abrupt-4xCO2/tas_Amon_MPI-ESM1-2-LR_abrupt-4xCO2_r1i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/abrupt-4xCO2/tas_Amon_MPI-ESM1-2-LR_abrupt-4xCO2_r1i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/abrupt-4xCO2/tas_Amon_MPI-ESM1-2-LR_abrupt-4xCO2_r1i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/abrupt-4xCO2/tas_Amon_MPI-ESM1-2-LR_abrupt-4xCO2_r1i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/abrupt-4xCO2/tas_Amon_MPI-ESM1-2-LR_abrupt-4xCO2_r1i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/abrupt-4xCO2/tas_Amon_MPI-ESM1-2-LR_abrupt-4xCO2_r1i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/abrupt-4xCO2/tas_Amon_MPI-ESM1-2-LR_abrupt-4xCO2_r1i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/abrupt-4xCO2/tas_Amon_MPI-ESM1-2-LR_abrupt-4xCO2_r1i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r10i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r10i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r10i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r10i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r10i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r10i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r10i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r10i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r10i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r10i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r11i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r11i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r11i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r11i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r11i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r11i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r11i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r11i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r11i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r11i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r12i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r12i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r12i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r12i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r12i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r12i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r12i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r12i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r12i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r12i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r13i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r13i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r13i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r13i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r13i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r13i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r13i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r13i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r13i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r13i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r14i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r14i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r14i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r14i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r14i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r14i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r14i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r14i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r14i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r14i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r15i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r15i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r15i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r15i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r15i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r15i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r15i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r15i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r15i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r15i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r16i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r16i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r16i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r16i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r16i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r16i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r16i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r16i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r16i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r16i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r17i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r17i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r17i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r17i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r17i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r17i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r17i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r17i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r17i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r17i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r18i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r18i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r18i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r18i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r18i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r18i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r18i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r18i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r18i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r18i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r19i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r19i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r19i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r19i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r19i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r19i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r19i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r19i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r19i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r19i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r1i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r20i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r20i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r20i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r20i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r20i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r20i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r20i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r20i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r20i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r20i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r21i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r21i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r21i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r21i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r21i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r21i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r21i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r21i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r21i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r21i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r22i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r22i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r22i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r22i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r22i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r22i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r22i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r22i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r22i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r22i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
MPI-ESM1-2-LR,historical,r23i1p1f1,ambiguous,rsdt;rlut;rsut,tas,./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r23i1p1f1_gn_185001-186912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r23i1p1f1_gn_187001-188912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r23i1p1f1_gn_189001-190912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r23i1p1f1_gn_191001-192912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r23i1p1f1_gn_193001-194912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r23i1p1f1_gn_195001-196912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r23i1p1f1_gn_197001-198912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r23i1p1f1_gn_199001-200912.nc;./MPI-ESM1-2-LR/historical/tas_Amon_MPI-ESM1-2-LR_historical_r23i1p1f1_gn_201001-201412.nc,Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon;Amon,gn;gn;gn;gn;gn;gn;gn;gn;gn,185001-186912;187001-188912;189001-190912;191001-192912;193001-194912;195001-196912;197001-198912;199001-200912;201001-201412,,,,,,,,,,,,
