model,experiment,member,status,missing_variables,ambiguous_variables,tas_path,tas_table,tas_grid,tas_period,rsdt_path,rsdt_table,rsdt_grid,rsdt_period,rlut_path,rlut_table,rlut_grid,rlut_period,rsut_path,rsut_table,rsut_grid,rsut_period
E3SM-2-0,ssp370,r5i1p1f1,ambiguous,,tas;rsdt;rlut;rsut,./E3SM-2-0/ssp370/tas_Amon_E3SM-2-0_ssp370_r5i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/tas_Amon_E3SM-2-0_ssp370_r5i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rsdt_Amon_E3SM-2-0_ssp370_r5i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rsdt_Amon_E3SM-2-0_ssp370_r5i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rlut_Amon_E3SM-2-0_ssp370_r5i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rlut_Amon_E3SM-2-0_ssp370_r5i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rsut_Amon_E3SM-2-0_ssp370_r5i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rsut_Amon_E3SM-2-0_ssp370_r5i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012
E3SM-2-0,ssp370,r6i1p1f1,ambiguous,,tas;rsdt;rlut;rsut,./E3SM-2-0/ssp370/tas_Amon_E3SM-2-0_ssp370_r6i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/tas_Amon_E3SM-2-0_ssp370_r6i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rsdt_Amon_E3SM-2-0_ssp370_r6i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rsdt_Amon_E3SM-2-0_ssp370_r6i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rlut_Amon_E3SM-2-0_ssp370_r6i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rlut_Amon_E3SM-2-0_ssp370_r6i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rsut_Amon_E3SM-2-0_ssp370_r6i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rsut_Amon_E3SM-2-0_ssp370_r6i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012
E3SM-2-0,ssp370,r7i1p1f1,ambiguous,,tas;rsdt;rlut;rsut,./E3SM-2-0/ssp370/tas_Amon_E3SM-2-0_ssp370_r7i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/tas_Amon_E3SM-2-0_ssp370_r7i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rsdt_Amon_E3SM-2-0_ssp370_r7i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rsdt_Amon_E3SM-2-0_ssp370_r7i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rlut_Amon_E3SM-2-0_ssp370_r7i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rlut_Amon_E3SM-2-0_ssp370_r7i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rsut_Amon_E3SM-2-0_ssp370_r7i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rsut_Amon_E3SM-2-0_ssp370_r7i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012
E3SM-2-0,ssp370,r8i1p1f1,ambiguous,,tas;rsdt;rlut;rsut,./E3SM-2-0/ssp370/tas_Amon_E3SM-2-0_ssp370_r8i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/tas_Amon_E3SM-2-0_ssp370_r8i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rsdt_Amon_E3SM-2-0_ssp370_r8i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rsdt_Amon_E3SM-2-0_ssp370_r8i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rlut_Amon_E3SM-2-0_ssp370_r8i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rlut_Amon_E3SM-2-0_ssp370_r8i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rsut_Amon_E3SM-2-0_ssp370_r8i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rsut_Amon_E3SM-2-0_ssp370_r8i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012
E3SM-2-0,ssp370,r9i1p1f1,ambiguous,,tas;rsdt;rlut;rsut,./E3SM-2-0/ssp370/tas_Amon_E3SM-2-0_ssp370_r9i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/tas_Amon_E3SM-2-0_ssp370_r9i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rsdt_Amon_E3SM-2-0_ssp370_r9i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rsdt_Amon_E3SM-2-0_ssp370_r9i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rlut_Amon_E3SM-2-0_ssp370_r9i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rlut_Amon_E3SM-2-0_ssp370_r9i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012,./E3SM-2-0/ssp370/rsut_Amon_E3SM-2-0_ssp370_r9i1p1f1_gr_201501-206412.nc;./E3SM-2-0/ssp370/rsut_Amon_E3SM-2-0_ssp370_r9i1p1f1_gr_206501-210012.nc,Amon;Amon,gr;gr,201501-206412;206501-210012
EC-Earth3,historical,r10i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r10i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r10i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r10i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r10i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r11i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r11i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r11i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r11i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r11i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r12i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r12i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r12i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r12i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r12i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r13i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r13i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r13i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r13i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r13i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r14i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r14i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r14i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r14i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r14i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r15i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r15i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r15i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r15i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r15i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r16i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r16i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r16i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r16i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r16i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r17i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r17i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r17i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r17i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r17i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r18i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r18i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r18i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r18i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r18i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r19i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r19i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r19i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r19i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r19i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r1i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r1i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r1i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r1i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r1i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r20i1p1f1,incomplete,rsdt;rlut;rsut,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r20i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,,,,,,,,,,,,
EC-Earth3,historical,r21i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r21i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r21i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r21i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r21i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r22i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r22i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r22i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r22i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r22i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r23i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r23i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r23i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r23i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r23i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r24i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r24i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r24i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r24i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r24i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r25i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r25i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r25i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r25i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r25i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r2i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r2i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r2i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r2i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r2i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r3i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r3i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r3i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r3i1p1f1_gr_185101-201412.nc,Amon,gr,185101-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r3i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r4i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r4i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r4i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r4i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r4i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r5i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r5i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r5i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r5i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r5i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r6i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r6i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r6i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r6i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r6i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r7i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r7i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r7i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r7i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r7i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
EC-Earth3,historical,r9i1p1f1,complete,,,./EC-Earth3/historical/tas_Amon_EC-Earth3_historical_r9i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsdt_Amon_EC-Earth3_historical_r9i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rlut_Amon_EC-Earth3_historical_r9i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412,./EC-Earth3/historical/rsut_Amon_EC-Earth3_historical_r9i1p1f1_gr_185001-201412.nc,Amon,gr,185001-201412
